,Open,High,Low,Close,Volume,Ticker
2023-03-23 08:47:40.407765,570.8841053613414,576.7142311828727,566.5845436306241,571.4600739717199,30813826,AAPL
2023-03-24 08:47:40.407765,581.4735603457688,586.2328732279477,575.8186472154918,583.818141732615,93214747,AAPL
2023-03-27 08:47:40.407765,586.2854798297413,593.0920821282403,580.7740167055606,584.3392641291244,101323417,AAPL
2023-03-28 08:47:40.407765,570.5182038729283,578.5796500528929,567.3504898793193,572.5136698458396,92940851,AAPL
2023-03-29 08:47:40.407765,569.0222658176423,574.4079368579186,567.6812610788136,570.6006236680445,93496162,AAPL
2023-03-30 08:47:40.407765,566.0062280421507,575.8337519396707,561.2339463723218,568.0338732828665,69113197,AAPL
2023-03-31 08:47:40.407765,557.3252112776672,565.8919716780545,552.0059141832974,559.2926672487124,168861734,AAPL
2023-04-03 08:47:40.407765,570.0748820127892,578.8794413820689,567.1058762586617,572.0655140599788,160670417,AAPL
2023-04-04 08:47:40.407765,570.7737658747557,577.375669479835,567.7092807319495,573.3737427447411,21612813,AAPL
2023-04-05 08:47:40.407765,562.6727331283058,568.2145691393524,554.5263350852257,561.1664348531414,107977197,AAPL
2023-04-06 08:47:40.407765,567.8585464720202,574.2668609314558,562.2164395780437,567.5994411659387,51964512,AAPL
2023-04-07 08:47:40.407765,545.886189857414,554.6275665120153,540.2852176352704,546.9791250658478,74747700,AAPL
2023-04-10 08:47:40.407765,542.0493462143304,546.7837700328929,534.1906002917221,542.303079284282,30753382,AAPL
2023-04-11 08:47:40.407765,531.9809265278863,538.1916781248001,527.3516790531453,532.7417914902722,98001403,AAPL
2023-04-12 08:47:40.407765,529.5216848584214,533.5917023691462,525.8993267629605,528.977798496816,47532198,AAPL
2023-04-13 08:47:40.407765,531.9036350242679,539.5539276143853,528.9679073279735,533.5120480190312,123399342,AAPL
2023-04-14 08:47:40.407765,550.6548975003376,556.4714239237499,543.0195116704584,548.4625418253758,28106975,AAPL
2023-04-17 08:47:40.407765,558.8006012371098,564.0580741067015,552.4296424902707,560.792845762644,74613225,AAPL
2023-04-18 08:47:40.407765,562.9556919795698,568.5132681761065,557.3908438722162,562.5905014459569,16582314,AAPL
2023-04-19 08:47:40.407765,557.787544439517,561.8608976396613,547.5659281571835,555.2559806866424,41377123,AAPL
2023-04-20 08:47:40.407765,548.7979998728586,552.003123249186,544.3830731518988,546.3721731065431,106866191,AAPL
2023-04-21 08:47:40.407765,542.1587813782858,548.7824217226137,537.6664290788019,542.2334730208876,59362938,AAPL
2023-04-24 08:47:40.407765,546.9796219140167,552.6272105560954,543.061953333702,548.1223932438733,43435172,AAPL
2023-04-25 08:47:40.407765,543.2394381896332,545.5524527669564,539.6200138941742,544.3122720526605,95867073,AAPL
2023-04-26 08:47:40.407765,533.585295615701,539.2082271691129,529.3474659864834,532.9591260308687,98839517,AAPL
2023-04-27 08:47:40.407765,535.3458327498088,541.7189363447608,531.3699133582843,537.4802952380276,208278070,AAPL
2023-04-28 08:47:40.407765,531.3547336613294,537.474691770874,529.4632312982402,533.7423591245226,82295611,AAPL
2023-05-01 08:47:40.407765,536.0574014541111,542.8294832422339,530.7433571905914,536.5350729069708,67159017,AAPL
2023-05-02 08:47:40.407765,529.8373579164033,534.4287554924867,525.1181738041363,530.713495856123,24419508,AAPL
2023-05-03 08:47:40.407765,520.9234443497345,526.0451163072759,515.3264762300731,519.7650481436823,40302839,AAPL
2023-05-04 08:47:40.407765,514.5223117563395,519.3775427391628,509.2162390071593,513.1811835153063,14409436,AAPL
2023-05-05 08:47:40.407765,511.5888577288446,515.1319873992359,508.16947287166545,513.1742867459061,140777566,AAPL
2023-05-08 08:47:40.407765,507.56775447302016,511.0553517806099,504.638509350181,509.20950966462067,80927876,AAPL
2023-05-09 08:47:40.407765,511.92328000156687,512.7878653736797,504.7340728933076,511.50368573962265,58021265,AAPL
2023-05-10 08:47:40.407765,512.8845333244353,517.5249982839352,510.47878015398595,512.7587461884794,20443151,AAPL
2023-05-11 08:47:40.407765,515.0871849550969,516.5781466411187,511.1515816823071,513.0845162154898,48432906,AAPL
2023-05-12 08:47:40.407765,512.4758424215252,516.3031481200445,507.36172103269735,514.0721577048786,14961217,AAPL
2023-05-15 08:47:40.407765,507.40046532687074,515.2221714451831,501.7621968719647,507.86399571349546,250424361,AAPL
2023-05-16 08:47:40.407765,499.2919237916866,503.15842017687083,491.9101837879533,498.58958305040784,212863421,AAPL
2023-05-17 08:47:40.407765,506.82962947692374,509.28744767014,499.92431263881844,504.8940795499972,41882511,AAPL
2023-05-18 08:47:40.407765,506.40458956249375,510.3489434142625,502.2831876769401,504.2003486150667,67155383,AAPL
2023-05-19 08:47:40.407765,490.7633371197183,495.36591581023504,485.8718742143015,492.3390375960674,34584508,AAPL
2023-05-22 08:47:40.407765,496.3879962235909,501.93768166656895,492.49706122771016,495.90326986311464,87573232,AAPL
2023-05-23 08:47:40.407765,495.45379641474256,496.98800792079504,488.64783664228923,495.6461728540341,46042699,AAPL
2023-05-24 08:47:40.407765,491.388938027048,492.97931680695274,483.2105256462533,489.08582873583487,141034128,AAPL
2023-05-25 08:47:40.407765,491.658118828579,500.4753238037432,490.1325092610924,494.049884455166,38282126,AAPL
2023-05-26 08:47:40.407765,490.0967986397101,492.902808066699,481.24574478828856,488.0338910830626,76431236,AAPL
2023-05-29 08:47:40.407765,492.72416380093085,496.829463502537,484.98693685850014,490.9925192455885,169962858,AAPL
2023-05-30 08:47:40.407765,498.05945656817437,502.8606898070971,493.5488281784549,499.05266037786606,119855085,AAPL
2023-05-31 08:47:40.407765,490.70734660821125,495.5812136040278,486.2341770330637,493.1434419428089,85346594,AAPL
2023-06-01 08:47:40.407765,488.8852291451339,492.9055510105631,481.4125789866694,486.5159454944803,58950206,AAPL
2023-06-02 08:47:40.407765,477.57286896442844,481.97754272207413,474.1561736788501,477.8011420230909,29592750,AAPL
2023-06-05 08:47:40.407765,482.50803170466804,485.5728981292668,478.57573688747715,482.3913744240281,16644991,AAPL
2023-06-06 08:47:40.407765,484.4680140077815,491.0032913810933,480.27953363589916,486.0649925317937,57937713,AAPL
2023-06-07 08:47:40.407765,489.6799028671058,490.1883363069439,481.57462995163706,488.8652114762146,44260198,AAPL
2023-06-08 08:47:40.407765,488.16993163561375,489.5233860414278,485.20361300183424,488.051336318054,133736981,AAPL
2023-06-09 08:47:40.407765,491.7944029239445,496.0251054738502,488.85014438179104,490.5743300157781,123317549,AAPL
2023-06-12 08:47:40.407765,499.47705533386886,505.2138452316971,493.2801861097902,500.4459163543249,63239587,AAPL
2023-06-13 08:47:40.407765,510.2024485916399,512.2751689754904,503.1577541970131,510.0578905633621,112903595,AAPL
2023-06-14 08:47:40.407765,521.5754049964487,525.4782470118225,512.3762175932022,520.030190754294,70712411,AAPL
2023-06-15 08:47:40.407765,517.6523506508227,527.6762150482608,516.5974352985583,520.2026410731291,83290951,AAPL
2023-06-16 08:47:40.407765,507.3872942224722,511.154260129775,503.6321109901443,509.81410482346047,54475750,AAPL
2023-06-19 08:47:40.407765,524.7106816044201,529.7513133467131,518.5454973731818,524.9882909057924,59819886,AAPL
2023-06-20 08:47:40.407765,529.4304024587971,534.7111068953952,524.7952528859387,531.1093126113896,29227069,AAPL
2023-06-21 08:47:40.407765,527.5867306699017,532.7495421349354,526.1298464361569,529.3169380005168,87118679,AAPL
2023-06-22 08:47:40.407765,529.1802943603225,535.6377324555245,520.6937205772133,528.335916338433,64890470,AAPL
2023-06-23 08:47:40.407765,538.7503557434533,543.8805436673592,531.1468742206778,538.370625066027,93875013,AAPL
2023-06-26 08:47:40.407765,528.1745248983948,529.9449269587932,524.6621991969257,529.0842895274882,117238766,AAPL
2023-06-27 08:47:40.407765,528.740461134525,531.7266094680522,521.7028611535554,526.8678735406232,36432496,AAPL
2023-06-28 08:47:40.407765,540.8163149644208,546.2451606747438,535.0058953012576,538.582609656276,130715320,AAPL
2023-06-29 08:47:40.407765,536.7000210428536,542.7629405159169,534.0690525746661,538.2369994320323,113546480,AAPL
2023-06-30 08:47:40.407765,521.775022991998,528.6043433241309,519.9924313714666,524.2396529339239,221966972,AAPL
2023-07-03 08:47:40.407765,534.2383434579555,539.5699149404868,526.8072268492322,532.3746153477905,91838536,AAPL
2023-07-04 08:47:40.407765,538.2207855756988,542.4426818206528,533.3150596510498,538.5759426042118,107194791,AAPL
2023-07-05 08:47:40.407765,527.5045054634488,534.2240017672169,522.5220639170537,529.8004652366209,112106174,AAPL
2023-07-06 08:47:40.407765,525.7554990068551,529.5127169306186,521.1724247373714,525.4916612964008,34148142,AAPL
2023-07-07 08:47:40.407765,537.3838456989218,538.8024352559214,531.6526899026466,535.0072877568285,145048955,AAPL
2023-07-10 08:47:40.407765,532.3787731422253,534.0308447094383,525.3504058582856,529.9915943011127,153677695,AAPL
2023-07-11 08:47:40.407765,537.4851886201639,541.5925194677591,533.203088892162,540.0270793376636,154525072,AAPL
2023-07-12 08:47:40.407765,550.8146213551267,559.8515734298267,548.8558817679793,551.8036507613585,33036652,AAPL
2023-07-13 08:47:40.407765,554.0670646999616,558.1341052916963,548.7112335868902,554.7182099156117,78657347,AAPL
2023-07-14 08:47:40.407765,544.8554539573851,546.1476931305332,538.5813452963114,542.4646222317708,32573820,AAPL
2023-07-17 08:47:40.407765,550.2582744801986,554.9620310430064,542.5424397982182,547.7483615320812,196477797,AAPL
2023-07-18 08:47:40.407765,525.1164948065739,530.7792873509895,523.6039157002144,525.7769207739872,70439551,AAPL
2023-07-19 08:47:40.407765,519.0840685452375,522.8251197478821,514.6809445448998,518.7461153397066,139086069,AAPL
2023-07-20 08:47:40.407765,523.790086846858,531.7345326137654,516.7553519321231,524.268897982219,206949100,AAPL
2023-07-21 08:47:40.407765,518.8609372805987,524.8033378518896,513.4720213921514,517.9882711796981,101545667,AAPL
2023-07-24 08:47:40.407765,523.3408192995257,526.0662424630217,521.5165747246259,523.7776037389044,64472919,AAPL
2023-07-25 08:47:40.407765,523.1207264254097,527.3018128911326,519.1032563664511,524.0381877051245,20936794,AAPL
2023-07-26 08:47:40.407765,525.6318572930857,527.3167224578962,522.2737426470258,523.4959016444462,93236877,AAPL
2023-07-27 08:47:40.407765,528.8936427828675,533.2902436221182,520.3711563516213,526.4330441047323,115912699,AAPL
2023-07-28 08:47:40.407765,538.2805370130335,546.4262167118422,532.7411604492628,540.8100045664505,67852548,AAPL
2023-07-31 08:47:40.407765,547.9556766381666,550.5625075231842,542.8358785249579,548.170967049952,245422309,AAPL
2023-08-01 08:47:40.407765,544.7371298829106,548.6048873580107,538.7803890810585,544.7909694021544,46311468,AAPL
2023-08-02 08:47:40.407765,551.0012644813411,557.2810490651719,546.3843871386533,549.2424531994925,35234891,AAPL
2023-08-03 08:47:40.407765,548.7527277714229,554.1895297892988,539.5088273045077,546.289654170404,47893908,AAPL
2023-08-04 08:47:40.407765,547.240184382007,553.6460752972614,542.2414958218657,547.4105050164517,70972119,AAPL
2023-08-07 08:47:40.407765,543.0365394677481,547.0139973841282,540.3672899747712,544.2434238965567,2065978,AAPL
2023-08-08 08:47:40.407765,561.0380222447681,564.0469948875015,555.9202571175605,559.341094159414,140581577,AAPL
2023-08-09 08:47:40.407765,548.2068354405352,554.6576808114085,544.4016639674394,550.8410263702768,31032261,AAPL
2023-08-10 08:47:40.407765,553.6790326580392,561.8736195896646,548.0509926261839,554.9742090618013,176416867,AAPL
2023-08-11 08:47:40.407765,557.3440234675762,560.5133521011913,550.7566740136887,556.3892853716374,92328847,AAPL
2023-08-14 08:47:40.407765,556.4859798276054,560.9585864607901,552.9208673195415,557.1054336405733,159593238,AAPL
2023-08-15 08:47:40.407765,540.8063156891774,546.0709656125846,535.4716816780077,538.7699452023666,90905789,AAPL
2023-08-16 08:47:40.407765,542.4321171281671,550.103030637309,537.1133386081046,543.0706763854762,16337236,AAPL
2023-08-17 08:47:40.407765,532.9089911929691,543.2279949148428,530.3238535226504,535.353210173001,32389520,AAPL
2023-08-18 08:47:40.407765,531.1936908715095,534.6899673596404,523.3440137521852,528.9094099502792,141795595,AAPL
2023-08-21 08:47:40.407765,537.8121852993545,547.0202655330505,536.040430971689,540.303148444994,56666447,AAPL
2023-08-22 08:47:40.407765,561.4384198263991,565.386838118541,556.8042105550434,561.5858820676965,80403182,AAPL
2023-08-23 08:47:40.407765,544.1359973076111,547.1094511343523,540.6710773203564,544.0062916370882,20226545,AAPL
2023-08-24 08:47:40.407765,543.0495951363997,545.935689875778,534.0286536234479,540.5827482702942,48677074,AAPL
2023-08-25 08:47:40.407765,536.8263172604786,540.3704511212784,532.9285761775219,538.3791487418159,92072186,AAPL
2023-08-28 08:47:40.407765,545.7451928749581,547.5438654089123,538.7330778911147,543.2983434026864,158699331,AAPL
2023-08-29 08:47:40.407765,542.2422119419161,547.7474516558806,537.3803365813081,542.7972395716417,36526074,AAPL
2023-08-30 08:47:40.407765,537.11170188229,540.3493787490677,530.6836466596111,536.9124722343587,41330338,AAPL
2023-08-31 08:47:40.407765,539.2786605266967,544.055713699325,532.580648356429,540.6642623864384,55230547,AAPL
2023-09-01 08:47:40.407765,515.891472550574,519.9639558860763,511.9123737356436,518.147443527092,46650332,AAPL
2023-09-04 08:47:40.407765,519.8495437784168,523.4277627645283,517.3730310119396,518.0962423287464,76660398,AAPL
2023-09-05 08:47:40.407765,525.2665458040547,534.0316207955025,520.0520669794756,527.482762238269,136668074,AAPL
2023-09-06 08:47:40.407765,523.5594097069821,527.2753532097064,519.375554304326,525.660136673561,38666135,AAPL
2023-09-07 08:47:40.407765,517.3542890243195,524.2932364052309,512.3991078001035,519.8978550710393,105319098,AAPL
2023-09-08 08:47:40.407765,524.2801546821044,525.5358676833305,517.6104440166149,522.0612213384587,25320227,AAPL
2023-09-11 08:47:40.407765,515.0438704652313,519.4419174485334,510.3166771925105,516.3857622949656,163235107,AAPL
2023-09-12 08:47:40.407765,520.6694138756342,526.3358604608751,518.1873848930368,523.2801046879306,92924018,AAPL
2023-09-13 08:47:40.407765,525.4628497595314,527.9491346857099,516.676240185213,523.3600625845293,53207254,AAPL
2023-09-14 08:47:40.407765,535.0864527661242,540.3138841908566,530.1161042880525,536.060601673865,69569850,AAPL
2023-09-15 08:47:40.407765,544.3737568632012,549.536038249557,542.0681985075149,544.5543140624442,30442081,AAPL
2023-09-18 08:47:40.407765,544.3399837165377,546.0859170678852,537.0271405507949,541.9237361072222,86462849,AAPL
2023-09-19 08:47:40.407765,552.2096948462266,557.471823963813,546.0241507367524,549.8211151289732,35982756,AAPL
2023-09-20 08:47:40.407765,531.3114513395702,535.17534530193,529.5278130355366,532.0448653643422,72008974,AAPL
2023-09-21 08:47:40.407765,548.7450555310119,553.8839765109219,543.4707826235324,549.518465388036,43518351,AAPL
2023-09-22 08:47:40.407765,547.1857940977128,553.8679063017436,540.51289785599,548.2256710211153,133727701,AAPL
2023-09-25 08:47:40.407765,546.8175389762621,551.828868696782,543.7957789634404,548.8937854634223,19696685,AAPL
2023-09-26 08:47:40.407765,547.4210588142545,551.3058637727099,539.3249047423915,545.7157279231013,83085369,AAPL
2023-09-27 08:47:40.407765,544.1554319291407,549.4383433259957,539.1165346689259,543.9819557600505,47065403,AAPL
2023-09-28 08:47:40.407765,537.6184618983403,541.1733795136846,532.0457052290776,539.2411034607078,123668958,AAPL
2023-09-29 08:47:40.407765,548.6496956048763,554.1583729451988,543.8320336264484,547.5692023602423,35955526,AAPL
2023-10-02 08:47:40.407765,551.3104672429796,560.3706245057099,547.8340076743901,553.4868039110374,54731204,AAPL
2023-10-03 08:47:40.407765,537.4598550671317,542.305025680813,534.4624148869177,539.0381754620178,25740831,AAPL
2023-10-04 08:47:40.407765,538.6911163289124,545.3190490380026,531.9474025543107,539.3322726040218,89646679,AAPL
2023-10-05 08:47:40.407765,545.1021249035743,552.77260385604,539.9283000547279,545.6252076137429,107241423,AAPL
2023-10-06 08:47:40.407765,548.3953958989979,549.6514135669762,543.3797584802343,548.0569613353587,62063524,AAPL
2023-10-09 08:47:40.407765,559.5104313978951,565.0556324014163,554.9161107062879,557.9573467582901,52573567,AAPL
2023-10-10 08:47:40.407765,565.3216627474134,570.2756829515203,559.0390387083401,565.5780083734793,107467220,AAPL
2023-10-11 08:47:40.407765,564.3044576090255,568.762959004205,563.4842490069932,566.7945201579702,36539130,AAPL
2023-10-12 08:47:40.407765,577.1407232694536,583.448644919574,572.3428500593205,575.1532506543407,56448520,AAPL
2023-10-13 08:47:40.407765,574.0752699911538,577.0861079653026,564.8705689009311,572.3249246031123,9090827,AAPL
2023-10-16 08:47:40.407765,579.7645510101823,584.2024226184532,574.4077526032625,576.9593992800051,109103388,AAPL
2023-10-17 08:47:40.407765,580.2833925178999,585.6918827896592,574.2528947371115,581.4350088796057,141715716,AAPL
2023-10-18 08:47:40.407765,568.6597373789837,573.2046570891924,562.6537080184916,566.4391066587292,69608765,AAPL
2023-10-19 08:47:40.407765,554.8556843041207,563.6752461208276,551.324232901553,556.4448543367125,28779647,AAPL
2023-10-20 08:47:40.407765,561.7545886764219,566.0060283225903,552.5152590133937,560.4150862085055,14325009,AAPL
2023-10-23 08:47:40.407765,556.7675563672681,558.8504356739254,553.2960934206733,554.9639332495684,194911116,AAPL
2023-10-24 08:47:40.407765,562.237987856697,567.1609186486344,561.4013329772192,562.8483134162095,45875951,AAPL
2023-10-25 08:47:40.407765,557.0737637049489,565.4745026012943,556.2134251969464,559.4860499526577,45422919,AAPL
2023-10-26 08:47:40.407765,541.0371211460564,547.6454209699998,536.7505951696497,541.5529850197324,53212357,AAPL
2023-10-27 08:47:40.407765,542.0690335598506,549.993942481601,538.1730404290772,542.3000328908408,105309090,AAPL
2023-10-30 08:47:40.407765,533.4605644452397,537.7067663188914,530.3549360127058,535.4391504635926,18761364,AAPL
2023-10-31 08:47:40.407765,544.9621440494503,548.4911307514041,539.5231222084868,544.9661840266302,68309922,AAPL
2023-11-01 08:47:40.407765,556.572230822234,557.9802411394495,549.5210874404489,555.8141813152415,179753218,AAPL
2023-11-02 08:47:40.407765,551.5961594281346,554.4077946357235,548.5774512033204,550.3645749696369,74530729,AAPL
2023-11-03 08:47:40.407765,531.1314097197876,535.4016225251605,525.3870176043745,533.0154136326857,173317529,AAPL
2023-11-06 08:47:40.407765,536.6914540660767,542.1212195376246,530.4512488291404,536.1160519124461,82389776,AAPL
2023-11-07 08:47:40.407765,537.2140937122557,543.3656244592902,534.3134632590613,537.536789849264,63054597,AAPL
2023-11-08 08:47:40.407765,539.3406536927147,542.4217276066606,534.4203843604057,537.4521873329696,94370697,AAPL
2023-11-09 08:47:40.407765,536.924912916838,540.9555395789578,531.8735146741183,536.708644584399,4435646,AAPL
2023-11-10 08:47:40.407765,530.3405917942737,540.1879572572872,528.7857161226361,532.35900754866,69512166,AAPL
2023-11-13 08:47:40.407765,544.7406659087046,552.1393304473028,540.2111118633123,544.0814019066919,77033856,AAPL
2023-11-14 08:47:40.407765,545.3891596235003,550.0292144375843,538.3907987630657,545.779497825967,60973820,AAPL
2023-11-15 08:47:40.407765,542.1861228312652,547.3635264543339,538.3766468252943,540.040369704221,87254317,AAPL
2023-11-16 08:47:40.407765,536.8847034821548,541.768581037972,534.9652291082551,535.65234396585,195828511,AAPL
2023-11-17 08:47:40.407765,533.6317507497787,538.9236917929372,529.7635491229045,532.8075864276456,92162076,AAPL
2023-11-20 08:47:40.407765,531.9034130859606,535.7219321554653,524.39297195919,529.4879947068775,40846229,AAPL
2023-11-21 08:47:40.407765,519.8085819331367,524.7675626966736,518.7521077806151,521.5447204186789,170525753,AAPL
2023-11-22 08:47:40.407765,526.8086959043692,532.0786608615248,522.7252351065799,524.692466794736,48686459,AAPL
2023-11-23 08:47:40.407765,525.231145339675,529.2766067924834,516.5935519154573,523.5115913887904,37166371,AAPL
2023-11-24 08:47:40.407765,526.6881472693673,531.2603516537556,520.2235368955627,524.8582118451365,113813288,AAPL
2023-11-27 08:47:40.407765,524.732294284697,530.9877411240574,518.1827392388943,524.8082717712649,420543931,AAPL
2023-11-28 08:47:40.407765,512.7959345323281,519.3190110629193,508.80556246262137,513.4963399656281,126995733,AAPL
2023-11-29 08:47:40.407765,511.4198442402935,517.8889870644553,503.95242418227554,511.3096271082754,26601762,AAPL
2023-11-30 08:47:40.407765,513.343247118833,517.8271041907062,507.25543439434153,514.5043782961392,85272528,AAPL
2023-12-01 08:47:40.407765,526.7464101889826,534.5442309973745,522.4397500578413,528.8400202590103,19892373,AAPL
2023-12-04 08:47:40.407765,512.4849623041994,519.2927445373671,507.85741708398774,512.7432531942927,156829714,AAPL
2023-12-05 08:47:40.407765,518.760022229994,525.6982496120376,513.0764675737228,518.6037592143914,34156981,AAPL
2023-12-06 08:47:40.407765,524.3668134291074,527.8782267643502,518.0265774999319,523.2239252097116,37627731,AAPL
2023-12-07 08:47:40.407765,521.5819128872469,527.773307820009,518.1683272665842,519.987200497079,61239103,AAPL
2023-12-08 08:47:40.407765,502.6631828620583,506.31253737940983,497.8123636511979,500.54547777794784,102384519,AAPL
2023-12-11 08:47:40.407765,501.32739177926175,504.922561615589,496.2586872224432,500.3866196719999,57181472,AAPL
2023-12-12 08:47:40.407765,495.0769713198141,501.03086525554755,491.7021475307957,496.2886027035737,45587177,AAPL
2023-12-13 08:47:40.407765,495.7567792537603,503.29031975322454,490.9918323316664,497.048660254969,96732254,AAPL
2023-12-14 08:47:40.407765,492.9023796735167,496.59100046424163,488.93880020977525,493.9531466783273,57610076,AAPL
2023-12-15 08:47:40.407765,501.84008174733725,507.1525584242575,497.67803356827443,500.3193716479914,73335468,AAPL
2023-12-18 08:47:40.407765,495.8141967353494,500.2682791384242,490.940776053268,496.0022908314154,69241033,AAPL
2023-12-19 08:47:40.407765,489.53170615260626,492.0020252281246,484.8765754699574,489.84080719538844,11373498,AAPL
2023-12-20 08:47:40.407765,490.6646001136499,495.2005450634092,487.23413301137373,488.9704592632002,98154860,AAPL
2023-12-21 08:47:40.407765,483.7746713460379,489.31781207182075,483.28960131039497,485.3182340939324,29153030,AAPL
2023-12-22 08:47:40.407765,485.14728829804767,493.1841857231345,483.8830472385429,486.1224899377015,185639433,AAPL
2023-12-25 08:47:40.407765,483.44563092866684,486.3554020686835,479.35626348931066,485.7711398459643,15057362,AAPL
2023-12-26 08:47:40.407765,483.9316316547452,489.8575293913145,479.65750895660034,485.7505055433313,62073122,AAPL
2023-12-27 08:47:40.407765,487.02081918236337,493.73961565671954,481.58731413773995,488.44269781898686,48116956,AAPL
2023-12-28 08:47:40.407765,500.1030447464287,505.7658324863238,495.90076111898605,500.575226022556,44293285,AAPL
2023-12-29 08:47:40.407765,502.5665769459169,507.5211170073081,497.7161070500575,503.1274418743241,153815633,AAPL
2024-01-01 08:47:40.407765,492.46600164170843,497.131157178309,488.4556065631725,494.08922757082433,27710111,AAPL
2024-01-02 08:47:40.407765,492.58856218620184,496.8355049800289,487.9327028361818,494.80462861316937,102617995,AAPL
2024-01-03 08:47:40.407765,497.9170375786861,499.35702550389857,490.3936581540412,495.73767677942226,66214188,AAPL
2024-01-04 08:47:40.407765,481.6454233129199,485.06964010763414,476.62584704987376,482.42827050022555,88655459,AAPL
2024-01-05 08:47:40.407765,492.04524356350845,494.8879448840426,486.3948566435107,489.95706298093586,58823494,AAPL
2024-01-08 08:47:40.407765,498.2041559139349,504.72548492257886,493.1117543104443,500.34888796538155,54797714,AAPL
2024-01-09 08:47:40.407765,502.71271584369924,507.1204777020522,497.6192325534986,503.32983596142907,21357383,AAPL
2024-01-10 08:47:40.407765,490.19970321625283,495.15326073948034,487.34090204212686,490.614940625839,92732328,AAPL
2024-01-11 08:47:40.407765,483.16241615887094,490.626497876805,479.1374505520588,485.25849107297927,232851548,AAPL
2024-01-12 08:47:40.407765,479.3286464292914,483.0073157984038,476.1277553932659,479.6671545929862,117717120,AAPL
2024-01-15 08:47:40.407765,458.5516063748463,462.5900912421902,451.6486069605906,456.4992533211129,156778511,AAPL
